# TRAIT NEIGHBOURS — the lookup for FACETS.md step 1, and the de-duplication map.
#
# Why this file exists. The near-neighbour collision is the most expensive failure in
# step 4: a scene gets built, then thrown away because it belongs to a trait somebody
# already wrote. It cannot be computed from the axes — hard-line (kidney/bitter/fried)
# and firm (navy/sour/dried) share no bean, no flavour and no form, and mystical sits
# next to otherworldly across a single shared form.
#
# GENERATED — do not hand-edit. The judgement lives in trait-families.tsv, which sorts
# all 360 traits into senses a reader could confuse; this file expands that map, so your
# neighbours are the other members of every family you are in. To change an adjacency,
# move the trait between families and re-run:
#
#   node scripts/build-trait-neighbours.mjs
#
# How to use it. At step 1, look your five up here and READ the entries listed, then
# write the separation prose into the batch file — what each neighbour owns, and what is
# left for yours. This file names the pairs; it does not do the thinking, and it is not a
# substitute for reading beans/, flavours/ and forms/.
#
# Marks:
#   trait(slug)    approved — its scenes are SPENT, go and read them
#   ~trait(slug)   not yet approved — no settled scenes to avoid, but the axes must part
#
# A trait in two families carries both families' members as neighbours; the families
# column names which. 46 families over 360 traits, 18 traits straddling two.
#
# slug	trait	excess	inverse	families	neighbours
umami-fermented-edamame	observant	hypervigilant	unobservant	sees-into	discerning(sour-fermented-cannellini) intuitive(bitter-fermented-mung) prescient(umami-smoked-edamame) shrewd(bitter-fried-chickpea) ~attuned(sour-smoked-chickpea) ~clear-eyed(sour-smoked-fava) ~insightful(umami-roasted-black) ~knowing(sour-smoked-adzuki) ~penetrating(sour-smoked-black) ~perceptive(sour-fermented-black)
umami-fermented-fava	rebellious	insurgent	obedient	opposition	~challenging(sour-fried-kidney) ~contrarian(sour-fermented-fava) ~defiant(umami-roasted-fava) ~hard-line(bitter-fried-kidney) ~indignant(sour-roasted-navy) ~maverick(spicy-fermented-green) ~righteous(sour-boiled-fava) ~shameless(bitter-roasted-fava) ~subversive(spicy-fermented-fava)
umami-fermented-green	creative	self-indulgent	sterile	invention	artistic(bitter-fermented-pinto) innovative(umami-fermented-chickpea) ~budding(umami-smoked-green) ~idealistic(umami-fermented-cannellini) ~inventive(spicy-fermented-edamame) ~prolific(umami-boiled-green) ~visionary(sweet-fermented-fava)
umami-fermented-kidney	rooted	stuck	uprooted	lasting	enduring(umami-dried-navy) ~abiding(sweet-dried-black) ~constant(sweet-boiled-black) ~faithful(umami-dried-kidney) ~lingering(sweet-smoked-navy) ~timeless(umami-smoked-navy)
umami-fermented-mung	poetic	florid	unlyrical	reverie	dreamlike(sweet-smoked-pinto) ~daydreamy(sweet-boiled-pinto) ~fanciful(sweet-fermented-pinto) ~musing(umami-boiled-pinto) ~whimsical(sweet-fermented-green)
umami-fermented-navy	deliberate	glacial	precipitous	watches	careful(bitter-boiled-mung) measured(bitter-boiled-black) ~attentive(umami-roasted-edamame) ~circumspect(bitter-dried-chickpea) ~judicious(bitter-boiled-cannellini) ~prudent(bitter-roasted-navy) ~temperate(bitter-roasted-mung) ~vigilant(bitter-fermented-kidney) ~watchful(bitter-smoked-navy)
umami-fermented-pinto	inward	shut-in	outward	inward-thought	self-aware(sour-fermented-adzuki) ~contemplative(bitter-boiled-pinto) ~introspective(umami-fermented-black) ~musing(umami-boiled-pinto) ~pensive(sweet-fermented-black) ~philosophical(bitter-fermented-butter) ~reflective(umami-fermented-butter) ~ruminative(bitter-fermented-black) ~speculative(bitter-fermented-green)
umami-fried-adzuki	passionate	combustible	dispassionate	love	cherishing(sweet-roasted-kidney) sentimental(sweet-fermented-adzuki) ~adoring(sweet-dried-kidney) ~ardent(sweet-fried-black) ~devoted(sweet-dried-adzuki) ~doting(sweet-fried-kidney) ~enamoured(sweet-smoked-kidney) ~romantic(sweet-fried-navy)
umami-fried-black	focused	fixated	unfocused	drive	absorbed(spicy-fermented-mung) ~avid(spicy-dried-adzuki) ~brimming(spicy-boiled-pinto) ~driven(spicy-fried-cannellini) ~electric(spicy-dried-green) ~frenetic(spicy-smoked-chickpea) ~keen(umami-fried-edamame) ~kinetic(spicy-fried-pinto) ~urgent(spicy-fried-mung)
umami-fried-butter	settled	sedentary	unsettled	calm	composed(sour-fried-butter) placid(bitter-boiled-butter) quiet(sour-smoked-butter) restful(umami-boiled-butter) serene(sweet-dried-butter) ~languid(umami-smoked-butter) ~mellow(umami-dried-butter) ~patient(umami-boiled-black) ~still(bitter-smoked-butter) ~tranquil(bitter-dried-butter)
umami-fried-cannellini	principled	doctrinaire	expedient	duty	dutiful(sweet-dried-navy) ~conscientious(umami-boiled-cannellini) ~custodial(umami-boiled-navy) ~dependable(sweet-boiled-edamame) ~disciplined(umami-boiled-kidney) ~provident(sweet-boiled-navy) ~scrupulous(sour-fermented-navy) ~trustworthy(sour-boiled-kidney) ~upright(bitter-boiled-navy)
umami-fried-chickpea	proactive	meddlesome	reactive	adaptable	adaptable(umami-boiled-chickpea) ~conductive(spicy-dried-chickpea) ~cosmopolitan(bitter-roasted-chickpea) ~instinctive(umami-fried-pinto) ~nimble(sour-fried-chickpea) ~practised(sweet-fermented-edamame) ~resourceful(spicy-boiled-chickpea)
umami-fried-edamame	keen	voracious	uninterested	drive+curiosity	absorbed(spicy-fermented-mung) focused(umami-fried-black) inquisitive(bitter-boiled-green) ~avid(spicy-dried-adzuki) ~brimming(spicy-boiled-pinto) ~curious(umami-roasted-green) ~driven(spicy-fried-cannellini) ~electric(spicy-dried-green) ~frenetic(spicy-smoked-chickpea) ~kinetic(spicy-fried-pinto) ~questioning(bitter-fermented-fava) ~speculative(bitter-fermented-green) ~urgent(spicy-fried-mung)
umami-fried-fava	assured	overconfident	unsure	authority	commanding(spicy-fried-navy) decisive(bitter-fried-edamame) regal(umami-smoked-cannellini) ~authoritative(umami-fried-navy) ~confident(spicy-roasted-edamame) ~distinguished(umami-dried-cannellini) ~formidable(umami-dried-fava) ~proud(bitter-roasted-kidney) ~sure(spicy-dried-cannellini)
umami-fried-green	accomplished	self-satisfied	unproven	ambition	~ambitious(bitter-fried-fava) ~competitive(spicy-roasted-fava) ~dedicated(umami-boiled-edamame) ~industrious(spicy-boiled-edamame) ~motivated(sweet-fried-edamame) ~purposeful(umami-fried-mung)
umami-fried-kidney	stalwart	unbudging	undependable	immovable	rigid(spicy-boiled-navy) single-minded(spicy-fermented-navy) steadfast(spicy-smoked-navy) ~adamant(spicy-boiled-fava) ~firm(sour-dried-navy) ~resolute(sour-smoked-navy) ~resolved(umami-boiled-fava) ~staunch(spicy-roasted-navy) ~steady(bitter-dried-navy)
umami-fried-mung	purposeful	grim	purposeless	ambition	~accomplished(umami-fried-green) ~ambitious(bitter-fried-fava) ~competitive(spicy-roasted-fava) ~dedicated(umami-boiled-edamame) ~industrious(spicy-boiled-edamame) ~motivated(sweet-fried-edamame)
umami-fried-navy	authoritative	autocratic	uncertain	authority	commanding(spicy-fried-navy) decisive(bitter-fried-edamame) regal(umami-smoked-cannellini) ~assured(umami-fried-fava) ~confident(spicy-roasted-edamame) ~distinguished(umami-dried-cannellini) ~formidable(umami-dried-fava) ~proud(bitter-roasted-kidney) ~sure(spicy-dried-cannellini)
umami-fried-pinto	instinctive	unreasoning	calculated	adaptable	adaptable(umami-boiled-chickpea) proactive(umami-fried-chickpea) ~conductive(spicy-dried-chickpea) ~cosmopolitan(bitter-roasted-chickpea) ~nimble(sour-fried-chickpea) ~practised(sweet-fermented-edamame) ~resourceful(spicy-boiled-chickpea)
umami-roasted-adzuki	warm	presumptuous	frosty	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) ~affectionate(umami-boiled-adzuki) ~charming(sweet-smoked-chickpea) ~convivial(sweet-roasted-adzuki) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~openhearted(umami-roasted-kidney) ~welcoming(sweet-roasted-cannellini)
umami-roasted-black	insightful	omniscient	unseeing	sees-into	discerning(sour-fermented-cannellini) intuitive(bitter-fermented-mung) prescient(umami-smoked-edamame) shrewd(bitter-fried-chickpea) ~attuned(sour-smoked-chickpea) ~clear-eyed(sour-smoked-fava) ~knowing(sour-smoked-adzuki) ~observant(umami-fermented-edamame) ~penetrating(sour-smoked-black) ~perceptive(sour-fermented-black)
umami-roasted-butter	receptive	porous	closed	smoothing	disarming(sweet-smoked-edamame) forgiving(sweet-boiled-butter) tolerant(umami-roasted-chickpea) ~conciliatory(bitter-boiled-chickpea) ~diplomatic(sweet-fermented-cannellini) ~fair(sour-roasted-kidney) ~fair-minded(sour-boiled-chickpea) ~impartial(sour-boiled-mung) ~open-minded(sour-roasted-chickpea)
umami-roasted-cannellini	confiding	oversharing	secretive	open-hearted-speech	guileless(sour-roasted-butter) ~authentic(sour-roasted-fava) ~earnest(sour-roasted-black) ~open(sour-fried-pinto) ~revealing(sour-smoked-mung) ~sincere(sour-boiled-adzuki)
umami-roasted-chickpea	tolerant	laissez-faire	censorious	smoothing	disarming(sweet-smoked-edamame) forgiving(sweet-boiled-butter) ~conciliatory(bitter-boiled-chickpea) ~diplomatic(sweet-fermented-cannellini) ~fair(sour-roasted-kidney) ~fair-minded(sour-boiled-chickpea) ~impartial(sour-boiled-mung) ~open-minded(sour-roasted-chickpea) ~receptive(umami-roasted-butter)
umami-roasted-edamame	attentive	hovering	absentminded	watches	careful(bitter-boiled-mung) deliberate(umami-fermented-navy) measured(bitter-boiled-black) ~circumspect(bitter-dried-chickpea) ~judicious(bitter-boiled-cannellini) ~prudent(bitter-roasted-navy) ~temperate(bitter-roasted-mung) ~vigilant(bitter-fermented-kidney) ~watchful(bitter-smoked-navy)
umami-roasted-fava	defiant	insubordinate	submissive	opposition	rebellious(umami-fermented-fava) ~challenging(sour-fried-kidney) ~contrarian(sour-fermented-fava) ~hard-line(bitter-fried-kidney) ~indignant(sour-roasted-navy) ~maverick(spicy-fermented-green) ~righteous(sour-boiled-fava) ~shameless(bitter-roasted-fava) ~subversive(spicy-fermented-fava)
umami-roasted-green	curious	nosy	uninquiring	curiosity	inquisitive(bitter-boiled-green) ~keen(umami-fried-edamame) ~questioning(bitter-fermented-fava) ~speculative(bitter-fermented-green)
umami-roasted-kidney	openhearted	defenceless	walled	warmth	agreeable(sweet-boiled-chickpea) neighbourly(sweet-roasted-navy) warm(umami-roasted-adzuki) ~affectionate(umami-boiled-adzuki) ~charming(sweet-smoked-chickpea) ~convivial(sweet-roasted-adzuki) ~gracious(sweet-roasted-black) ~kind(sweet-boiled-cannellini) ~welcoming(sweet-roasted-cannellini)
umami-roasted-mung	melancholy	despondent	breezy	mourning	storied(sweet-dried-pinto) ~elegiac(umami-fermented-adzuki) ~mournful(umami-smoked-kidney) ~pensive(sweet-fermented-black) ~solemn(umami-smoked-black) ~wistful(umami-roasted-navy)
umami-roasted-navy	wistful	yearning	forward-looking	mourning	storied(sweet-dried-pinto) ~elegiac(umami-fermented-adzuki) ~melancholy(umami-roasted-mung) ~mournful(umami-smoked-kidney) ~pensive(sweet-fermented-black) ~solemn(umami-smoked-black)
umami-roasted-pinto	expansive	grandiose	tight-lipped	showy	demonstrative(spicy-roasted-mung) ~effusive(sweet-fried-pinto) ~flamboyant(spicy-roasted-pinto) ~gregarious(spicy-roasted-chickpea) ~lavish(sweet-fried-cannellini)
umami-smoked-adzuki	hallowed	untouchable	commonplace	uncanny	eerie(bitter-smoked-green) haunting(bitter-smoked-kidney) mysterious(spicy-fermented-black) ~atmospheric(umami-smoked-pinto) ~ethereal(bitter-smoked-mung) ~liminal(bitter-smoked-chickpea) ~mystical(sweet-smoked-black) ~oracular(bitter-smoked-adzuki) ~otherworldly(bitter-smoked-fava) ~primal(umami-smoked-fava) ~solemn(umami-smoked-black)
umami-smoked-black	solemn	sepulchral	jocular	uncanny+mourning	eerie(bitter-smoked-green) haunting(bitter-smoked-kidney) mysterious(spicy-fermented-black) storied(sweet-dried-pinto) ~atmospheric(umami-smoked-pinto) ~elegiac(umami-fermented-adzuki) ~ethereal(bitter-smoked-mung) ~hallowed(umami-smoked-adzuki) ~liminal(bitter-smoked-chickpea) ~melancholy(umami-roasted-mung) ~mournful(umami-smoked-kidney) ~mystical(sweet-smoked-black) ~oracular(bitter-smoked-adzuki) ~otherworldly(bitter-smoked-fava) ~pensive(sweet-fermented-black) ~primal(umami-smoked-fava) ~wistful(umami-roasted-navy)
umami-smoked-butter	languid	enervated	galvanised	calm	composed(sour-fried-butter) placid(bitter-boiled-butter) quiet(sour-smoked-butter) restful(umami-boiled-butter) serene(sweet-dried-butter) ~mellow(umami-dried-butter) ~patient(umami-boiled-black) ~settled(umami-fried-butter) ~still(bitter-smoked-butter) ~tranquil(bitter-dried-butter)
umami-smoked-cannellini	regal	imperious	lowly	authority	commanding(spicy-fried-navy) decisive(bitter-fried-edamame) ~assured(umami-fried-fava) ~authoritative(umami-fried-navy) ~confident(spicy-roasted-edamame) ~distinguished(umami-dried-cannellini) ~formidable(umami-dried-fava) ~proud(bitter-roasted-kidney) ~sure(spicy-dried-cannellini)
umami-smoked-chickpea	humble	self-erasing	swaggering	humility	familiar(sweet-dried-green) guileless(sour-roasted-butter) self-deprecating(sour-fried-mung) ~bashful(sweet-smoked-mung) ~homespun(sweet-fermented-navy) ~wholesome(sweet-dried-chickpea)
umami-smoked-edamame	prescient	fatalistic	blindsided	sees-into	discerning(sour-fermented-cannellini) intuitive(bitter-fermented-mung) shrewd(bitter-fried-chickpea) ~attuned(sour-smoked-chickpea) ~clear-eyed(sour-smoked-fava) ~insightful(umami-roasted-black) ~knowing(sour-smoked-adzuki) ~observant(umami-fermented-edamame) ~penetrating(sour-smoked-black) ~perceptive(sour-fermented-black)
umami-smoked-fava	primal	feral	civilised	uncanny	eerie(bitter-smoked-green) haunting(bitter-smoked-kidney) mysterious(spicy-fermented-black) ~atmospheric(umami-smoked-pinto) ~ethereal(bitter-smoked-mung) ~hallowed(umami-smoked-adzuki) ~liminal(bitter-smoked-chickpea) ~mystical(sweet-smoked-black) ~oracular(bitter-smoked-adzuki) ~otherworldly(bitter-smoked-fava) ~solemn(umami-smoked-black)
umami-smoked-green	budding	unripe	withered	invention	artistic(bitter-fermented-pinto) innovative(umami-fermented-chickpea) ~creative(umami-fermented-green) ~idealistic(umami-fermented-cannellini) ~inventive(spicy-fermented-edamame) ~prolific(umami-boiled-green) ~visionary(sweet-fermented-fava)
umami-smoked-kidney	mournful	inconsolable	untouched	mourning	storied(sweet-dried-pinto) ~elegiac(umami-fermented-adzuki) ~melancholy(umami-roasted-mung) ~pensive(sweet-fermented-black) ~solemn(umami-smoked-black) ~wistful(umami-roasted-navy)
umami-smoked-mung	steeped	saturated	thin	depth	layered(umami-dried-pinto) ~foundational(umami-dried-edamame) ~potent(umami-dried-green) ~profound(umami-dried-black) ~substantive(umami-dried-chickpea)
umami-smoked-navy	timeless	ossified	dated	lasting	enduring(umami-dried-navy) ~abiding(sweet-dried-black) ~constant(sweet-boiled-black) ~faithful(umami-dried-kidney) ~lingering(sweet-smoked-navy) ~rooted(umami-fermented-kidney)
umami-smoked-pinto	atmospheric	fog-bound	blank	uncanny	eerie(bitter-smoked-green) haunting(bitter-smoked-kidney) mysterious(spicy-fermented-black) ~ethereal(bitter-smoked-mung) ~hallowed(umami-smoked-adzuki) ~liminal(bitter-smoked-chickpea) ~mystical(sweet-smoked-black) ~oracular(bitter-smoked-adzuki) ~otherworldly(bitter-smoked-fava) ~primal(umami-smoked-fava) ~solemn(umami-smoked-black)
